POINTID,Coarse,Clay,Silt,Sand,pH_CaCl2,pH_H2O,OC,CaCO3,N,P,K,CEC,EC
43582384,17.00005,52.00005,41.00005,7.00005,7.2,7.72,20.45,152,2.5,32.15,641.7,NaN,2.161
49921952,13.00005,52.00005,19.00005,28.00005,6.1,6.53,14.4,5e-05,1.35,74.05,736.8,NaN,0.9275
49501954,5.00005,27.00005,50.00005,23.00005,7.4,7.88,8.1,4,0.9,32.2,607.15,NaN,1.16
50241938,12.00005,23.00005,20.00005,57.00005,7.1,7.675,32.25,67,2.7,60.45,124.65,NaN,1.43
43602380,6.00005,26.00005,35.00005,39.00005,7.1,7.535,24.25,45,2.8,11.10005,167.9,NaN,2.634
46381666,22.00005,31.00005,51.00005,18.00005,7.1,7.5,32.3,3,3.4,6.40005,577.3,NaN,2.9345
45601646,25.00005,57.00005,36.00005,7.00005,7.65,8.225,12.85,146,1.1,5e-05,620.55,NaN,2.03
48941776,11.00005,36.00005,40.00005,24.00005,7.25,7.79,21.1,108,2.05,8.70005,338.1,NaN,1.792
42181938,16.00005,39.00005,23.00005,38.00005,7.05,7.57,15.9,80.5,1.6,3.40005,595.6,NaN,1.902
44782216,12.00005,27.00005,63.00005,9.00005,7.45,7.88,7.4,122.5,0.85,8.60005,242.5,NaN,4.1195
44982226,12.00005,17.00005,24.00005,60.00005,7.2,7.42,21.7,58,2.2,6.40005,146.95,NaN,1.9715
50442704,2.00005,4.00005,3.00005,94.00005,7.2,7.635,6.25,24,0.7,48.5,49.75,NaN,1.302
